KAM00
 1.585E-02 1765.30 1772.02  913.94  847.40  5970.05  5718.93  3757.71  3597.82  .629  .958  .957    
 1.778E-02 1752.94 1760.19  906.32  840.11  6813.50  6508.25  4117.17  3929.90  .604  .955  .955    
 1.995E-02 1737.18 1745.18  897.02  831.23  7675.36  7319.76  4439.82  4249.27  .579  .954  .957    
 2.239E-02 1717.59 1726.31  885.86  820.43  8376.75  8168.82  4712.73  4623.29  .564  .975  .981    
 2.512E-02 1693.94 1702.83  872.67  807.26  8898.11  8993.19  4926.86  5015.51  .556 1.011 1.018    
 2.818E-02 1666.06 1674.09  857.31  791.30  9279.57  9718.46  5091.22  5375.12  .551 1.047 1.056    
 3.162E-02 1633.45 1639.71  839.49  772.34  9682.69 10230.40  5272.22  5632.96  .548 1.057 1.068    
 3.548E-02 1595.32 1599.59  818.80  750.28 10067.11 10525.41  5445.38  5780.46  .545 1.046 1.062    
 3.981E-02 1551.06 1553.76  794.94  725.15 10324.67 10593.47  5542.15  5785.57  .542 1.026 1.044    
 4.467E-02 1501.11 1502.83  768.35  697.67 10175.97 10328.28  5363.73  5489.20  .529 1.015 1.023    
 5.012E-02 1446.85 1447.90  740.12  669.10  9699.41  9806.31  4974.45  4977.32  .510 1.011 1.001    
 5.623E-02 1389.58 1389.99  711.23  640.54  9032.14  9134.97  4487.72  4384.96  .488 1.011  .977    
 6.310E-02 1329.93 1329.65  681.87  612.07  8372.63  8470.30  4093.92  3948.73  .478 1.012  .965    
 7.079E-02 1267.97 1266.97  651.62  582.94  7738.69  7826.55  3783.19  3642.09  .477 1.011  .963    
 7.943E-02 1203.83 1202.14  620.11  552.54  7127.85  7198.17  3517.49  3399.52  .483 1.010  .966    
 8.913E-02 1137.61 1135.45  587.36  520.93  6553.61  6577.78  3244.47  3122.15  .485 1.004  .962    
 1.000E-01 1069.39 1067.30  553.63  488.65  6006.51  5969.30  2964.06  2817.82  .483  .994  .951    
 1.122E-01  999.43  998.17  519.21  456.21  5463.15  5372.83  2682.70  2505.39  .479  .983  .934    
 1.259E-01  928.82  928.82  484.43  424.06  4855.40  4770.52  2404.70  2198.75  .478  .983  .914    
 1.413E-01  859.19  860.18  449.61  392.59  4223.13  4181.34  2135.50  1907.60  .481  .990  .893    
 1.585E-01  791.83  793.06  415.08  362.11  3615.51  3625.39  1877.12  1640.29  .486 1.003  .874    
 1.778E-01  727.19  727.98  381.30  332.72  3094.27  3123.54  1622.76  1409.20  .488 1.009  .868    
 1.995E-01  665.08  665.25  348.79  304.40  2650.28  2675.83  1381.34  1209.84  .487 1.010  .876    
 2.239E-01  605.42  605.13  317.94  277.14  2266.22  2279.25  1163.33  1036.47  .484 1.006  .891    
